LookupTime,FSSTime,MultiplicationTime,RotationTime,AdditionTime,o
8.442ms,114.458µs,423.917µs,7.115751ms,101.499µs,[1]
8.477625ms,114µs,424.75µs,7.145748ms,102.292µs,[1]
9.225791ms,114.375µs,424.167µs,7.886876ms,102.459µs,[1]
8.432375ms,114.417µs,438.708µs,7.07675ms,100.957µs,[1]
8.501375ms,114.166µs,433.667µs,7.158583ms,101.583µs,[1]
8.512125ms,113.875µs,425.625µs,7.154209ms,102.001µs,[1]
8.4635ms,113.917µs,428.417µs,7.096087ms,102.126µs,[1]
8.434542ms,114.166µs,425.917µs,7.093292ms,100.833µs,[1]
8.496625ms,114.417µs,437.958µs,7.143001ms,110.332µs,[1]
9.024875ms,115.333µs,1.072709ms,7.044084ms,102.25µs,[1]
8.354416ms,114.458µs,427.709µs,7.031876ms,101.251µs,[1]
8.332709ms,114.625µs,425.791µs,7.013708ms,102.832µs,[1]
8.341541ms,113.834µs,424.125µs,7.016292ms,101.623µs,[1]
8.422458ms,114.042µs,429.209µs,7.087707ms,101.96µs,[1]
8.441125ms,114.208µs,424.167µs,7.08875ms,100.332µs,[1]
8.42725ms,117.083µs,426.583µs,7.065624ms,101.708µs,[1]
8.983917ms,114.375µs,857.708µs,7.167792ms,102.545µs,[1]
8.518709ms,114.25µs,428.291µs,7.139292ms,101.832µs,[1]
8.530708ms,114.333µs,436.708µs,7.152252ms,103.209µs,[1]
8.517667ms,113.875µs,426.709µs,7.129498ms,101.958µs,[1]
8.427958ms,113.958µs,424.916µs,7.047042ms,108.332µs,[1]
8.480209ms,114.125µs,423.917µs,7.114625ms,101.5µs,[1]
8.492833ms,114.333µs,433.75µs,7.104793ms,100.999µs,[1]
8.808041ms,114.541µs,779.709µs,7.073665ms,103.293µs,[1]
8.468083ms,114.125µs,435.583µs,7.078291ms,107.664µs,[1]
8.495584ms,114.292µs,425.959µs,7.14625ms,101.96µs,[1]
8.582583ms,115.875µs,431.542µs,7.191833ms,101.999µs,[1]
8.483208ms,113.917µs,433.458µs,7.126793ms,105.626µs,[1]
8.420667ms,113.958µs,431.25µs,7.06742ms,101.458µs,[1]
8.501167ms,114.208µs,432.625µs,7.163706ms,102.334µs,[1]
8.499959ms,114.542µs,440.917µs,7.082375ms,101.583µs,[1]
8.483209ms,114.458µs,434.333µs,7.137999ms,106.044µs,[1]
8.448583ms,114.083µs,426.417µs,7.107377ms,103µs,[1]
8.500042ms,114.125µs,426.708µs,7.170831ms,101.624µs,[1]
8.494542ms,116.708µs,428.584µs,7.14575ms,110.458µs,[1]
8.592083ms,115.166µs,442.375µs,7.176708ms,103.126µs,[1]
8.455834ms,114.084µs,425.25µs,7.063499ms,103.126µs,[1]
9.195125ms,114.625µs,1.15075ms,7.092041ms,110.334µs,[1]
8.438583ms,114.334µs,443.875µs,7.085626ms,102.916µs,[1]
8.508333ms,114.292µs,435.333µs,7.128458ms,108.123µs,[1]
8.539625ms,113.792µs,430.209µs,7.17454ms,100.998µs,[1]
8.442583ms,113.792µs,431.166µs,7.084042ms,101.333µs,[1]
8.485625ms,113.75µs,432.333µs,7.131415ms,102.126µs,[1]
8.436792ms,114.041µs,427.042µs,7.095876ms,101.623µs,[1]
8.911042ms,114.542µs,425.125µs,7.537499ms,103.291µs,[1]
8.406209ms,114.167µs,432.541µs,7.043333ms,100.667µs,[1]
8.503625ms,114.208µs,428.208µs,7.179334ms,101.375µs,[1]
8.589791ms,114.125µs,429.167µs,7.205544ms,101.458µs,[1]
8.534583ms,114.084µs,428.5µs,7.162083ms,102.417µs,[1]
8.374833ms,113.958µs,425.041µs,7.027498ms,101.042µs,[1]
8.436ms,114.459µs,426.916µs,7.109417ms,101.205µs,[1]
8.980208ms,114.209µs,434.292µs,7.596665ms,101.75µs,[1]
8.45225ms,114.417µs,426.459µs,7.079086ms,105.083µs,[1]
8.491583ms,114.375µs,439.833µs,7.123625ms,108.126µs,[1]
8.557291ms,116.875µs,447.375µs,7.194208ms,103.167µs,[1]
8.382709ms,114.25µs,430.75µs,7.042374ms,102.792µs,[1]
8.504375ms,117.5µs,440.5µs,7.147873ms,102.415µs,[1]
8.428667ms,116.375µs,425.125µs,7.092542ms,102.792µs,[1]
8.905542ms,117.541µs,427.375µs,7.532958ms,100.793µs,[1]
8.525875ms,114.209µs,432.834µs,7.145334ms,104.21µs,[1]
8.568792ms,114µs,430.333µs,7.182169ms,102.417µs,[1]
8.521708ms,113.875µs,441.209µs,7.139751ms,101.166µs,[1]
8.502208ms,114µs,431.959µs,7.125876ms,106.584µs,[1]
8.478792ms,114.625µs,432.542µs,7.15154ms,101.958µs,[1]
8.518125ms,114.125µs,428.083µs,7.158126ms,102.169µs,[1]
8.914916ms,114.041µs,433.209µs,7.557084ms,102.791µs,[1]
8.451ms,113.917µs,425.5µs,7.090961ms,101.001µs,[1]
8.504583ms,114.208µs,425.334µs,7.180541ms,101.873µs,[1]
8.526042ms,113.791µs,429.75µs,7.170334ms,101µs,[1]
8.478ms,114µs,427.292µs,7.109999ms,101.499µs,[1]
8.506416ms,113.916µs,430.25µs,7.133877ms,101.251µs,[1]
8.400208ms,114.042µs,431.959µs,7.056543ms,101.25µs,[1]
9.276708ms,114.292µs,425.041µs,7.894416ms,102.708µs,[1]
8.447625ms,114.125µs,431.459µs,7.074086ms,106.711µs,[1]
8.45925ms,113.958µs,434.5µs,7.104833ms,100.334µs,[1]
8.4915ms,113.791µs,429.792µs,7.101417ms,101.292µs,[1]
8.501083ms,113.917µs,432µs,7.127374ms,103.374µs,[1]
8.5195ms,113.792µs,423.458µs,7.152625ms,102.334µs,[1]
8.404541ms,114µs,432.75µs,7.042291ms,100.916µs,[1]
9.233542ms,114.25µs,425.833µs,7.118582ms,109.125µs,[1]
8.472667ms,113.709µs,426.292µs,7.130584ms,102.291µs,[1]
8.471416ms,114.208µs,440.458µs,7.093335ms,101.958µs,[1]
8.475042ms,114.417µs,425.917µs,7.135373ms,100.667µs,[1]
8.451708ms,114.083µs,436.166µs,7.068083ms,108.293µs,[1]
8.517583ms,113.667µs,433.416µs,7.182583ms,101.124µs,[1]
8.31975ms,113.959µs,423.792µs,7.010708ms,100.499µs,[1]
8.418417ms,114.375µs,424.791µs,7.06221ms,101.125µs,[1]
8.406917ms,115.333µs,424.167µs,7.048749ms,101.21µs,[1]
8.375083ms,114.375µs,432.792µs,7.031043ms,110.168µs,[1]
8.377833ms,116.541µs,429.583µs,7.032752ms,101.959µs,[1]
8.473833ms,115.542µs,433.208µs,7.084044ms,102.707µs,[1]
8.443833ms,114.458µs,441.709µs,7.042501ms,103.752µs,[1]
8.501292ms,114.292µs,433.333µs,7.138833ms,102.25µs,[1]
8.499625ms,114.458µs,427.375µs,7.146125ms,102.206µs,[1]
8.41425ms,114.042µs,427.084µs,7.040541ms,102.207µs,[1]
8.48175ms,114.292µs,433.25µs,7.095667ms,115.626µs,[1]
8.479958ms,114.334µs,437.334µs,7.138584ms,102.627µs,[1]
8.503542ms,114.667µs,430.125µs,7.112998ms,101.417µs,[1]
8.515042ms,114.208µs,426.292µs,7.158042ms,100.334µs,[1]
8.475625ms,114.209µs,439µs,7.081793ms,108.708µs,[1]
8.418666ms,113.833µs,426.083µs,7.090501ms,101.542µs,[1]
8.499458ms,114µs,425.875µs,7.131459ms,103.207µs,[1]
8.512667ms,114.125µs,435.167µs,7.150293ms,102.626µs,[1]
8.482625ms,114.292µs,431µs,7.125584ms,102.377µs,[1]
8.4535ms,114.25µs,431.417µs,7.077042ms,105.582µs,[1]
8.520291ms,113.959µs,426.125µs,7.148249ms,106.375µs,[1]
8.495875ms,114.459µs,425.5µs,7.144373ms,108.626µs,[1]
8.48175ms,114.125µs,431.125µs,7.095793ms,102.209µs,[1]
8.441791ms,114.209µs,436.542µs,7.060501ms,109.292µs,[1]
8.539583ms,114.334µs,440.208µs,7.190916ms,103.586µs,[1]
8.545792ms,114.25µs,432.917µs,7.183793ms,100.002µs,[1]
8.45825ms,114.458µs,423.584µs,7.091083ms,101.918µs,[1]
8.4285ms,115.584µs,444.291µs,7.039333ms,116.499µs,[1]
8.440334ms,121.875µs,439.834µs,7.090124ms,101.624µs,[1]
8.474ms,114.375µs,426.25µs,7.13925ms,101.708µs,[1]
8.449958ms,114.167µs,436.167µs,7.099373ms,117.125µs,[1]
8.439291ms,113.958µs,424.458µs,7.069083ms,101.415µs,[1]
8.491959ms,114.209µs,437.791µs,7.145585ms,102.042µs,[1]
8.43175ms,113.875µs,425µs,7.082708ms,101.875µs,[1]
8.49425ms,114.167µs,426.084µs,7.136876ms,102.292µs,[1]
8.421584ms,114.708µs,427.083µs,7.076499ms,100.957µs,[1]
8.464417ms,114.209µs,433.792µs,7.13004ms,101.626µs,[1]
8.48075ms,114.584µs,430.166µs,7.106876ms,101.75µs,[1]
8.527375ms,114.042µs,424.375µs,7.161252ms,107.167µs,[1]
8.500209ms,114.25µs,425.25µs,7.158332ms,101.749µs,[1]
8.465667ms,113.875µs,430.917µs,7.092207ms,107µs,[1]
8.550333ms,114.125µs,431.541µs,7.178209ms,102.542µs,[1]
8.455416ms,114.042µs,428.542µs,7.096958ms,101.668µs,[1]
8.46575ms,113.875µs,444.291µs,7.105998ms,100.708µs,[1]
8.416792ms,114.084µs,442.291µs,7.039833ms,105.834µs,[1]
8.451125ms,113.708µs,429.75µs,7.112957ms,110.292µs,[1]
8.456209ms,114.084µs,432.792µs,7.09525ms,101.873µs,[1]
8.477334ms,113.875µs,431.5µs,7.093207ms,107.54µs,[1]
8.429542ms,113.875µs,429.25µs,7.083086ms,101.501µs,[1]
8.524458ms,113.958µs,427.375µs,7.202457ms,102.667µs,[1]
8.453625ms,114.042µs,434.791µs,7.088956ms,101.458µs,[1]
8.385917ms,114.417µs,434µs,7.033001ms,101.293µs,[1]
8.449459ms,114.709µs,449.292µs,7.061416ms,114.998µs,[1]
8.413791ms,114.292µs,441.541µs,7.075168ms,101.46µs,[1]
8.382125ms,114.208µs,424.917µs,7.041376ms,101.418µs,[1]
8.481958ms,114.125µs,425.25µs,7.129625ms,101.917µs,[1]
8.382542ms,121.416µs,430.292µs,7.047958ms,104.668µs,[1]
8.460916ms,113.958µs,423.209µs,7.137416ms,101.751µs,[1]
9.121667ms,114.292µs,436.875µs,7.729291ms,105.039µs,[1]
8.478583ms,114µs,433.25µs,7.086417ms,115.334µs,[1]
8.462667ms,114.208µs,444.167µs,7.113418ms,101.955µs,[1]
8.455417ms,114.042µs,437.166µs,7.105916ms,101.708µs,[1]
8.534709ms,114.375µs,426.125µs,7.160251ms,101.042µs,[1]
8.442375ms,114.209µs,439.709µs,7.074499ms,102.751µs,[1]
8.4505ms,114.375µs,429.917µs,7.096876ms,102.752µs,[1]
9.393791ms,114.292µs,447.833µs,7.994917ms,105.209µs,[1]
8.372625ms,114µs,424.417µs,7.053917ms,100.875µs,[1]
8.538292ms,114.125µs,435.584µs,7.173711ms,110.833µs,[1]
8.45375ms,114.041µs,425.542µs,7.093333ms,102.416µs,[1]
8.472583ms,114.209µs,431.209µs,7.130125ms,100.706µs,[1]
8.470292ms,114.125µs,426.291µs,7.125334ms,102.166µs,[1]
8.4945ms,114.333µs,430.833µs,7.134791ms,102.125µs,[1]
9.019333ms,114.458µs,427.084µs,7.669416ms,103.792µs,[1]
8.485375ms,114.042µs,425.125µs,7.130167ms,110.166µs,[1]
8.465792ms,114.25µs,428.291µs,7.136959ms,101.461µs,[1]
8.472458ms,113.917µs,437.042µs,7.10675ms,101.084µs,[1]
8.471333ms,115.375µs,427.667µs,7.114793ms,100.875µs,[1]
8.470459ms,113.875µs,433.375µs,7.107378ms,109.126µs,[1]
8.429292ms,114.042µs,441.833µs,7.076418ms,100.668µs,[1]
9.055167ms,114.125µs,431.041µs,7.679709ms,105.165µs,[1]
8.448ms,114.458µs,448.542µs,7.068333ms,107.459µs,[1]
8.428042ms,114.541µs,431.083µs,7.086042ms,102.917µs,[1]
8.504625ms,113.834µs,439.791µs,7.1315ms,107.376µs,[1]
8.511792ms,114.042µs,432.958µs,7.173334ms,101.457µs,[1]
8.496334ms,114.041µs,426.042µs,7.132792ms,102.043µs,[1]
8.4575ms,114.083µs,437.125µs,7.076168ms,106.414µs,[1]
9.289917ms,114.375µs,425.333µs,7.908542ms,111.331µs,[1]
8.459542ms,114.375µs,446.083µs,7.111333ms,102.25µs,[1]
8.5935ms,114.125µs,441.375µs,7.201418ms,107.375µs,[1]
8.530625ms,114.042µs,425.959µs,7.169168ms,105.415µs,[1]
8.4455ms,114.125µs,429.167µs,7.059041ms,101.583µs,[1]
8.482166ms,113.834µs,430.5µs,7.145376ms,107.625µs,[1]
8.496334ms,114.417µs,431.458µs,7.129541ms,102.293µs,[1]
8.934209ms,114.125µs,425.042µs,7.576458ms,103.043µs,[1]
8.43525ms,114.209µs,430.5µs,7.061331ms,101.666µs,[1]
8.465875ms,114.292µs,425.041µs,7.140584ms,101.376µs,[1]
8.536333ms,113.875µs,430.5µs,7.174666ms,102.083µs,[1]
8.473375ms,114.625µs,430.708µs,7.106835ms,102.833µs,[1]
8.438375ms,114.042µs,437.584µs,7.11075ms,102.082µs,[1]
8.4395ms,114.083µs,425.792µs,7.090376ms,103.043µs,[1]
9.048084ms,114.25µs,424.875µs,7.674085ms,104.875µs,[1]
8.486584ms,114.083µs,427.292µs,7.125665ms,101.417µs,[1]
8.45625ms,114.416µs,431.875µs,7.080082ms,100.959µs,[1]
8.565292ms,114µs,425.917µs,7.191834ms,102.167µs,[1]
8.537125ms,114.166µs,441.041µs,7.156333ms,101.124µs,[1]
8.511542ms,114.167µs,423.375µs,7.142249ms,101.875µs,[1]
8.432ms,114.25µs,428.291µs,7.08279ms,100.836µs,[1]
9.079084ms,114.125µs,433.542µs,7.697332ms,103.708µs,[1]
8.419208ms,113.916µs,429.334µs,7.086459ms,101.208µs,[1]
8.510041ms,114.167µs,430.125µs,7.105708ms,101.959µs,[1]
8.533709ms,114.167µs,425.709µs,7.162376ms,107.916µs,[1]
8.433583ms,114.125µs,426.041µs,7.085625ms,101.124µs,[1]
8.486125ms,114.083µs,431.209µs,7.160792ms,101.46µs,[1]
8.469917ms,114.125µs,428.792µs,7.094499ms,101.999µs,[1]
8.956208ms,114.291µs,433.208µs,7.618003ms,102.835µs,[1]
8.414625ms,114.167µs,439.25µs,7.034668ms,101.335µs,[1]
8.515333ms,114.042µs,440.708µs,7.119416ms,109.331µs,[1]
8.487ms,125.75µs,434.916µs,7.087833ms,127.874µs,[1]
8.42425ms,114.333µs,427.708µs,7.074335ms,101.373µs,[1]
8.530667ms,114.042µs,425.625µs,7.202624ms,101.668µs,[1]
8.527042ms,114.458µs,433.125µs,7.161082ms,101.541µs,[1]
8.996416ms,115.583µs,436.75µs,7.156833ms,103.877µs,[1]
8.452875ms,114.25µs,433.291µs,7.092834ms,107.001µs,[1]
8.502292ms,114.291µs,434µs,7.166958ms,103.083µs,[1]
8.592792ms,114.417µs,436.334µs,7.205708ms,107.292µs,[1]
8.51875ms,114µs,435.583µs,7.134041ms,101.583µs,[1]
8.446833ms,114.166µs,430.792µs,7.083709ms,101.626µs,[1]
8.376667ms,114µs,431µs,7.029083ms,102.374µs,[1]
8.494125ms,114.5µs,429.75µs,7.122333ms,100.668µs,[1]
8.492167ms,114.042µs,439.916µs,7.124042ms,106.874µs,[1]
8.475625ms,113.833µs,443.834µs,7.103959ms,102.334µs,[1]
8.56075ms,114.958µs,424.584µs,7.191626ms,102.293µs,[1]
8.522709ms,114.333µs,431.917µs,7.154458ms,109.375µs,[1]
8.440209ms,113.708µs,423.709µs,7.110082ms,101.043µs,[1]
8.499166ms,114.208µs,439.209µs,7.136874ms,101.082µs,[1]
8.444166ms,113.958µs,433.792µs,7.079543ms,101.375µs,[1]
8.499125ms,113.833µs,429.625µs,7.120916ms,102.625µs,[1]
8.536834ms,114.125µs,438.875µs,7.174334ms,101.667µs,[1]
8.559583ms,114µs,440.75µs,7.171501ms,100.623µs,[1]
8.548125ms,114.083µs,424.875µs,7.157584ms,102.001µs,[1]
8.458459ms,114.042µs,432.917µs,7.096958ms,101.959µs,[1]
8.483083ms,114.209µs,431.125µs,7.110582ms,102.039µs,[1]
8.5175ms,114.125µs,447.458µs,7.1115ms,100.626µs,[1]
8.430084ms,114.125µs,431.333µs,7.077541ms,102.584µs,[1]
8.497917ms,126µs,435.875µs,7.130251ms,106.334µs,[1]
8.536292ms,114.084µs,430.75µs,7.182043ms,100.835µs,[1]
8.513584ms,114.375µs,434.208µs,7.156001ms,101.877µs,[1]
8.431625ms,114.125µs,425.792µs,7.097668ms,101.583µs,[1]
8.489666ms,114.083µs,432.625µs,7.142291ms,101.751µs,[1]
8.5485ms,116.708µs,425.292µs,7.160915ms,100.958µs,[1]
8.487708ms,113.916µs,431.208µs,7.130167ms,101.416µs,[1]
8.442875ms,113.917µs,433.458µs,7.104875ms,102.709µs,[1]
8.510375ms,114.333µs,423.042µs,7.171668ms,101.126µs,[1]
8.484041ms,113.834µs,440.083µs,7.106126ms,101.956µs,[1]
8.493333ms,113.833µs,436µs,7.130498ms,110.124µs,[1]
8.420334ms,117.042µs,434.417µs,7.064545ms,101.878µs,[1]
8.478209ms,114.333µs,424.5µs,7.122918ms,101.836µs,[1]
8.458792ms,113.916µs,431.042µs,7.086833ms,101.793µs,[1]
8.510833ms,114µs,445.584µs,7.145165ms,101.498µs,[1]
8.48275ms,114.208µs,430.667µs,7.106333ms,108.543µs,[1]
8.503583ms,114.042µs,428.416µs,7.146208ms,116.208µs,[1]
8.527ms,113.958µs,424.542µs,7.160251ms,111.501µs,[1]
8.490291ms,113.958µs,433.916µs,7.127374ms,100.836µs,[1]
8.552458ms,114.166µs,437.542µs,7.179498ms,101.375µs,[1]
8.458042ms,114.25µs,433.416µs,7.101252ms,101.666µs,[1]
8.490125ms,114.083µs,428.709µs,7.121584ms,102.167µs,[1]
8.499958ms,114µs,430.041µs,7.154127ms,102.584µs,[1]
8.51325ms,114.75µs,428.042µs,7.16608ms,101.834µs,[1]
8.4985ms,114.125µs,441.375µs,7.139083ms,108.458µs,[1]
8.487417ms,114.541µs,431.75µs,7.134124ms,103.417µs,[1]
8.477458ms,113.875µs,431.25µs,7.116959ms,101.875µs,[1]
8.48775ms,113.875µs,429.375µs,7.117334ms,110.499µs,[1]
8.506958ms,113.792µs,423.333µs,7.170793ms,102.96µs,[1]
8.513958ms,114.25µs,438.25µs,7.1295ms,100.833µs,[1]
8.512208ms,114.667µs,428.208µs,7.144917ms,101.041µs,[1]
8.493958ms,114.292µs,433.416µs,7.133374ms,103.416µs,[1]
8.483458ms,114µs,436.708µs,7.117334ms,101.959µs,[1]
8.475ms,113.792µs,428.125µs,7.11ms,100.835µs,[1]
8.50425ms,113.875µs,440.5µs,7.116332ms,101.377µs,[1]
8.573083ms,114.292µs,443.209µs,7.174833ms,101.793µs,[1]
8.554959ms,113.875µs,434.5µs,7.168291ms,106.541µs,[1]
8.494292ms,114µs,432.5µs,7.1215ms,101.834µs,[1]
8.48725ms,114µs,429.917µs,7.147584ms,101.292µs,[1]
8.473125ms,114.083µs,425.625µs,7.131999ms,102.956µs,[1]
8.477625ms,113.75µs,433.834µs,7.121166ms,100.75µs,[1]
8.394917ms,113.958µs,424µs,7.048124ms,107.709µs,[1]
8.377834ms,114.167µs,427.875µs,7.0275ms,103.29µs,[1]
8.421333ms,114.416µs,425.125µs,7.072082ms,102.293µs,[1]
8.541041ms,114.167µs,427.959µs,7.187626ms,102.043µs,[1]
8.529958ms,122.5µs,435.459µs,7.160708ms,101.667µs,[1]
8.514292ms,114.709µs,432.375µs,7.144166ms,103.584µs,[1]
8.491708ms,114.375µs,431.458µs,7.132749ms,101.876µs,[1]
8.440834ms,114.166µs,433.5µs,7.089791ms,103.042µs,[1]
8.489792ms,113.958µs,429.583µs,7.104167ms,109.167µs,[1]
8.537542ms,114.292µs,431.583µs,7.166249ms,102.293µs,[1]
8.415792ms,113.916µs,430.75µs,7.078708ms,102.206µs,[1]
8.491416ms,114.209µs,436.708µs,7.143125ms,108.625µs,[1]
8.5265ms,114.083µs,438.75µs,7.141835ms,101.791µs,[1]
8.514416ms,114.125µs,428.583µs,7.146332ms,100.917µs,[1]
8.456417ms,113.959µs,428.5µs,7.083292ms,101.625µs,[1]
8.531459ms,114.291µs,432.417µs,7.182752ms,101.708µs,[1]
8.515667ms,114.417µs,441.666µs,7.140084ms,108.166µs,[1]
8.581917ms,114µs,439.542µs,7.218291ms,100.583µs,[1]
8.555708ms,114.167µs,432.333µs,7.17925ms,101.376µs,[1]
8.541541ms,113.959µs,443.167µs,7.169376ms,101.626µs,[1]
8.587666ms,114.167µs,436.833µs,7.201956ms,100.627µs,[1]
8.454708ms,114.042µs,429.125µs,7.095875ms,101.875µs,[1]
8.508375ms,115.459µs,433.833µs,7.12604ms,108.918µs,[1]
8.5225ms,114.625µs,435.625µs,7.118084ms,101.25µs,[1]
8.561875ms,113.75µs,427.917µs,7.193541ms,101.417µs,[1]
8.54075ms,114.25µs,439.042µs,7.163417ms,101.206µs,[1]
8.503125ms,114.125µs,438.625µs,7.153627ms,101.957µs,[1]
8.50025ms,114.041µs,441.791µs,7.131749ms,101.624µs,[1]
8.469167ms,114.167µs,450.334µs,7.082416ms,103.626µs,[1]
8.5535ms,115.708µs,433.333µs,7.160791ms,100.752µs,[1]
8.529375ms,114.292µs,430.208µs,7.171875ms,103.04µs,[1]
8.518375ms,114.083µs,449.25µs,7.129418ms,107.043µs,[1]
8.503584ms,114.042µs,438.125µs,7.14125ms,102.875µs,[1]
8.542125ms,114.542µs,430.041µs,7.16075ms,111.167µs,[1]
8.523958ms,114.166µs,426.417µs,7.144833ms,116.748µs,[1]
8.509625ms,114.25µs,427.125µs,7.136835ms,102.666µs,[1]
8.523375ms,114.041µs,438.708µs,7.13954ms,102.666µs,[1]
8.557167ms,114.209µs,439.125µs,7.173001ms,101.956µs,[1]
8.611333ms,114.042µs,433.458µs,7.237585ms,101.086µs,[1]
8.595166ms,114.167µs,435.625µs,7.207207ms,108.001µs,[1]
8.524042ms,114.042µs,433.709µs,7.176126ms,102.916µs,[1]
8.5565ms,113.958µs,430.542µs,7.160544ms,101.208µs,[1]
8.749792ms,114.375µs,702.667µs,7.102459ms,101.212µs,[1]
8.536541ms,114.333µs,432.875µs,7.153414ms,102.376µs,[1]
8.524792ms,114.125µs,439.916µs,7.131918ms,108.668µs,[1]
8.45175ms,113.958µs,437.583µs,7.114998ms,101.333µs,[1]
8.548833ms,114.959µs,431.083µs,7.192585ms,108µs,[1]
8.551458ms,114.166µs,431.291µs,7.178958ms,107.666µs,[1]
8.4425ms,114.375µs,427.625µs,7.107ms,102.918µs,[1]
8.98575ms,114.166µs,928.75µs,7.104873ms,102.21µs,[1]
8.577333ms,114.084µs,441.459µs,7.184998ms,105.084µs,[1]
8.525792ms,114.292µs,425.333µs,7.169459ms,102.875µs,[1]
8.558042ms,114µs,435µs,7.172001ms,105.913µs,[1]
8.46775ms,114.083µs,435.708µs,7.109084ms,101.999µs,[1]
8.506958ms,114µs,426.583µs,7.135961ms,107.085µs,[1]
8.531125ms,114.416µs,429.959µs,7.148709ms,102.958µs,[1]
8.953375ms,114.583µs,427.208µs,7.618666ms,105µs,[1]
8.44825ms,114.208µs,429.834µs,7.089873ms,103.082µs,[1]
8.549042ms,114.167µs,432µs,7.18175ms,102.291µs,[1]
8.497792ms,115.959µs,438.5µs,7.146332ms,101.29µs,[1]
8.65775ms,114.292µs,441.75µs,7.260751ms,106.583µs,[1]
8.55025ms,114.084µs,430.834µs,7.166751ms,108.998µs,[1]
8.542791ms,114µs,439.458µs,7.162166ms,100.916µs,[1]
8.449792ms,114.334µs,427.75µs,7.104331ms,102.583µs,[1]
8.513208ms,114.209µs,424.458µs,7.144125ms,102.668µs,[1]
8.534333ms,127.042µs,425.416µs,7.161167ms,108.542µs,[1]
8.59475ms,114.25µs,428.458µs,7.225252ms,109.418µs,[1]
8.576375ms,113.959µs,431.333µs,7.213373ms,103.665µs,[1]
8.513333ms,114.125µs,439.25µs,7.13729ms,101.666µs,[1]
8.529125ms,114.25µs,432.291µs,7.157248ms,102.459µs,[1]
8.464459ms,114.5µs,429.917µs,7.099626ms,101.502µs,[1]
8.577833ms,114.458µs,438.917µs,7.188833ms,102.958µs,[1]
8.547459ms,114.625µs,426.542µs,7.184417ms,102.831µs,[1]
8.597833ms,114.083µs,436.583µs,7.195334ms,100.751µs,[1]
8.555042ms,113.75µs,438.042µs,7.163708ms,102.084µs,[1]
8.513ms,114.209µs,424.333µs,7.143415ms,101.956µs,[1]
8.563875ms,114.084µs,431.958µs,7.166791ms,101.961µs,[1]
9.27ms,114.333µs,433.042µs,7.890791ms,101.916µs,[1]
8.604125ms,114µs,428.166µs,7.195334ms,102.499µs,[0]
8.592333ms,114.292µs,438.833µs,7.203957ms,110.209µs,[1]
8.564042ms,114.042µs,431µs,7.195791ms,101.497µs,[1]
8.480291ms,114.416µs,425.791µs,7.131502ms,103.501µs,[1]
8.595666ms,114µs,427.042µs,7.195125ms,120.5µs,[1]
8.535375ms,115.125µs,423.208µs,7.118914ms,108.875µs,[1]
9.256083ms,114.375µs,1.239542ms,7.050334ms,102.001µs,[1]
8.559209ms,114.25µs,449.334µs,7.156668ms,102.707µs,[1]
8.586791ms,114.083µs,428.459µs,7.17025ms,108.207µs,[1]
8.569417ms,116.167µs,434.792µs,7.191583ms,101.331µs,[1]
8.51225ms,114.584µs,426.375µs,7.165958ms,103.792µs,[1]
8.428875ms,114.292µs,432.25µs,7.090374ms,109.378µs,[1]
8.479708ms,114.375µs,431.542µs,7.145461ms,101.334µs,[1]
8.961209ms,114.375µs,832.75µs,7.168208ms,102.168µs,[1]
8.510709ms,114.083µs,438.083µs,7.146042ms,102.664µs,[1]
8.565291ms,114.25µs,431.375µs,7.208875ms,103.208µs,[1]
8.545958ms,113.959µs,445.959µs,7.16121ms,100.876µs,[1]
8.550583ms,114.125µs,425.458µs,7.182707ms,102.624µs,[1]
8.551667ms,113.958µs,433.5µs,7.176331ms,100.915µs,[1]
8.538666ms,114.417µs,424µs,7.158334ms,108.417µs,[1]
8.932459ms,114.292µs,564.541µs,7.387457ms,108.625µs,[1]
8.491042ms,114.25µs,438.458µs,7.103667ms,102.292µs,[1]
8.590625ms,114.083µs,447.792µs,7.203875ms,101.001µs,[1]
8.640667ms,113.917µs,434.333µs,7.230081ms,108.21µs,[1]
8.523291ms,113.917µs,425.459µs,7.160918ms,108.209µs,[1]
8.5515ms,114.291µs,442.75µs,7.193583ms,101.749µs,[1]
8.527833ms,113.958µs,431.459µs,7.160041ms,104.669µs,[1]
8.834834ms,114.458µs,436.042µs,7.449873ms,103µs,[1]
8.525584ms,113.958µs,427.958µs,7.161665ms,107.708µs,[1]
8.592875ms,114.375µs,443.167µs,7.192001ms,108.585µs,[1]
8.516375ms,113.708µs,434.584µs,7.147123ms,108.457µs,[1]
8.580625ms,115.917µs,438.166µs,7.180501ms,109.208µs,[1]
8.602125ms,114.541µs,436.5µs,7.220875ms,101.751µs,[1]
8.517042ms,113.875µs,439.625µs,7.143957ms,101.709µs,[1]
8.966ms,114.541µs,434.25µs,7.489916ms,102.791µs,[1]
8.500666ms,114.5µs,429.041µs,7.128334ms,103.125µs,[1]
8.502333ms,114.167µs,427.792µs,7.157666ms,102.291µs,[1]
8.534167ms,113.958µs,428.417µs,7.179585ms,102.21µs,[1]
8.510584ms,114.25µs,430.417µs,7.138123ms,109.791µs,[1]
8.490083ms,114µs,427.625µs,7.136958ms,106.585µs,[1]
8.53975ms,116.666µs,429.875µs,7.147877ms,102.25µs,[1]
8.964ms,114.417µs,430.958µs,7.589248ms,112.123µs,[1]
