LookupTime,FSSTime,MultiplicationTime,RotationTime,AdditionTime,o
8.414ms,114.083µs,435.667µs,7.083499ms,101.625µs,[1]
8.428083ms,114.542µs,430.208µs,7.070043ms,104.415µs,[1]
8.552292ms,114.417µs,451.917µs,7.140876ms,108.456µs,[1]
9.112709ms,129.375µs,426.25µs,7.021542ms,102.75µs,[1]
8.516625ms,115.25µs,431.166µs,7.108626ms,108.585µs,[1]
8.513583ms,114.291µs,443.875µs,7.145458ms,103.207µs,[1]
8.507416ms,118.167µs,429.458µs,7.108832ms,102.04µs,[1]
8.431333ms,114.167µs,432.208µs,7.092416ms,101.958µs,[1]
8.405375ms,115.458µs,447.083µs,7.032917ms,101.833µs,[1]
8.526958ms,115.291µs,441.375µs,7.156041ms,105.75µs,[1]
8.681375ms,114.5µs,434.459µs,7.166752ms,108.251µs,[1]
8.475792ms,116.625µs,427.791µs,7.033166ms,102.626µs,[1]
8.412417ms,114.375µs,440.708µs,7.045206ms,102.541µs,[1]
8.497167ms,114.25µs,442µs,7.139833ms,103.043µs,[1]
8.52525ms,114.292µs,429.584µs,7.143876ms,106.833µs,[1]
8.536416ms,114.25µs,426.542µs,7.170252ms,104.627µs,[1]
8.416333ms,115.75µs,426.833µs,7.00971ms,100.918µs,[1]
8.585167ms,115.334µs,429.458µs,7.201043ms,108.665µs,[1]
8.461042ms,114.5µs,437.959µs,7.105209ms,108.582µs,[1]
8.44ms,115.667µs,429.541µs,7.082ms,101.585µs,[1]
8.447209ms,114.834µs,431.208µs,7.084666ms,102.832µs,[1]
8.372916ms,114.208µs,435.875µs,7.038749ms,100.916µs,[1]
8.50425ms,114.5µs,429.792µs,7.154166ms,106.332µs,[1]
8.566916ms,114.291µs,432.875µs,7.180127ms,109.042µs,[1]
9.176042ms,115.375µs,428.667µs,7.037208ms,102.833µs,[1]
8.459ms,117.25µs,428.459µs,7.048251ms,102.082µs,[1]
8.453792ms,114.542µs,442.708µs,7.089584ms,108.874µs,[1]
8.6155ms,115.166µs,457.333µs,7.167039ms,101.667µs,[1]
8.520459ms,114.125µs,430.917µs,7.137541ms,116.958µs,[1]
8.379166ms,117.666µs,436.916µs,7.013373ms,101.5µs,[1]
8.486667ms,125.834µs,441.708µs,7.13033ms,103.833µs,[1]
8.488292ms,114.25µs,428.833µs,7.131086ms,101.834µs,[1]
8.488583ms,114.791µs,427.958µs,7.099376ms,102.793µs,[1]
8.485208ms,114.417µs,431.792µs,7.136584ms,101.706µs,[1]
8.381541ms,114.292µs,427.375µs,7.052376ms,101.708µs,[1]
8.491125ms,114.667µs,442.958µs,7.131206ms,108.416µs,[1]
8.521459ms,114.166µs,426.292µs,7.157123ms,118.542µs,[1]
8.414375ms,115.917µs,427.709µs,7.035627ms,102.206µs,[1]
8.467042ms,115.125µs,426.666µs,7.092666ms,101.085µs,[1]
8.478125ms,114.375µs,449.666µs,7.1105ms,108.585µs,[1]
8.517917ms,115µs,430.5µs,7.139667ms,116.833µs,[1]
8.501292ms,114.708µs,447µs,7.08929ms,107.209µs,[1]
8.408417ms,114.875µs,439.125µs,7.043957ms,110.252µs,[1]
8.500083ms,114.916µs,433.333µs,7.137249ms,101.249µs,[1]
8.592375ms,113.959µs,449.667µs,7.190666ms,107.415µs,[1]
8.425292ms,116.875µs,425.625µs,7.028875ms,101.79µs,[1]
8.465666ms,122.458µs,429.625µs,7.078834ms,103.167µs,[1]
8.511083ms,115.125µs,429.959µs,7.155875ms,104.252µs,[1]
8.73725ms,116.167µs,459.292µs,7.314793ms,103.666µs,[1]
8.46825ms,114.125µs,450.708µs,7.091457ms,102.458µs,[1]
8.63425ms,115.458µs,446.208µs,7.121375ms,118.708µs,[1]
8.479958ms,114.667µs,444.833µs,7.085455ms,103.501µs,[1]
8.542292ms,114.25µs,433.583µs,7.191916ms,101.791µs,[1]
8.536917ms,114.958µs,426.041µs,7.139001ms,104.584µs,[1]
8.504625ms,114µs,426.167µs,7.136499ms,100.834µs,[1]
8.364166ms,115.167µs,429.542µs,7.030416ms,102.417µs,[1]
8.50725ms,114.792µs,457.666µs,7.111291ms,103.167µs,[1]
8.48825ms,114.416µs,426.666µs,7.128416ms,103.625µs,[1]
8.444ms,117.5µs,429.291µs,7.040917ms,101.915µs,[1]
8.470917ms,114.291µs,454.458µs,7.096001ms,101.585µs,[1]
8.4585ms,114.875µs,454.875µs,7.08775ms,101.585µs,[1]
8.56525ms,115.041µs,428.208µs,7.178959ms,103.459µs,[1]
8.645583ms,114.292µs,438.708µs,7.274416ms,108.792µs,[1]
8.379083ms,115.541µs,426.792µs,7.026125ms,102.208µs,[1]
8.507958ms,114.375µs,448.208µs,7.097084ms,110.043µs,[1]
8.472375ms,114.334µs,428.958µs,7.151874ms,102.041µs,[1]
8.415125ms,114.417µs,426.708µs,7.067668ms,102.54µs,[1]
8.43475ms,114.375µs,428µs,7.057042ms,101.791µs,[1]
8.40075ms,114.083µs,428µs,7.055335ms,108.541µs,[1]
8.500375ms,114.875µs,430.333µs,7.146375ms,101.833µs,[1]
8.516459ms,113.958µs,449.542µs,7.123791ms,102.082µs,[1]
8.448084ms,117.792µs,434.292µs,7.029707ms,100.584µs,[1]
8.494708ms,121.5µs,435.875µs,7.094042ms,115.457µs,[1]
8.499416ms,114.208µs,442.75µs,7.141668ms,102.665µs,[1]
8.54775ms,115.042µs,431.916µs,7.161334ms,100.832µs,[1]
8.45325ms,114.583µs,428.25µs,7.0975ms,102.916µs,[1]
8.399208ms,129.958µs,438.583µs,7.056125ms,101.919µs,[1]
8.54175ms,114.584µs,458.333µs,7.13325ms,113.958µs,[1]
8.511333ms,114.083µs,428.917µs,7.170332ms,101.541µs,[1]
8.455291ms,114.875µs,426.125µs,7.081083ms,104.582µs,[1]
8.483666ms,114.334µs,437.042µs,7.085582ms,101.875µs,[1]
9.001125ms,115.208µs,541.875µs,7.554373ms,101.999µs,[1]
8.48375ms,115.458µs,433.791µs,7.122ms,103.877µs,[1]
8.620125ms,114.208µs,447.5µs,7.181123ms,121.083µs,[1]
8.534042ms,116.791µs,426.667µs,7.040375ms,102.503µs,[1]
8.472208ms,114.583µs,433.708µs,7.067875ms,117.292µs,[1]
8.4685ms,114µs,438.792µs,7.11975ms,102.375µs,[1]
8.52575ms,115.25µs,428.25µs,7.131917ms,103.124µs,[1]
9.059458ms,114.667µs,425.208µs,7.655209ms,104.832µs,[1]
8.370416ms,115.083µs,436.959µs,7.020416ms,102.001µs,[1]
8.556042ms,114.916µs,460µs,7.148707ms,105.252µs,[1]
8.37675ms,114.125µs,436.667µs,7.033543ms,102.372µs,[1]
8.496709ms,115.25µs,431.417µs,7.038543ms,103.666µs,[1]
8.386125ms,115.041µs,428.041µs,7.048583ms,100.793µs,[1]
8.392042ms,115.333µs,439.667µs,7.034584ms,103.415µs,[1]
8.504417ms,115.958µs,437.834µs,7.128541ms,104µs,[1]
8.547334ms,122.166µs,455.709µs,7.159168ms,104.54µs,[1]
8.473ms,115.125µs,428.708µs,7.08329ms,102.666µs,[1]
8.558667ms,114.292µs,434.625µs,7.135791ms,117.166µs,[1]
8.399834ms,114.458µs,423.625µs,7.076083ms,101.624µs,[1]
8.506ms,115.125µs,431.958µs,7.123832ms,107.085µs,[1]
8.460625ms,114.375µs,429.25µs,7.111501ms,101.249µs,[1]
8.864667ms,114.833µs,549.333µs,7.407167ms,101.541µs,[1]
8.510584ms,114.791µs,430.875µs,7.151292ms,102.833µs,[1]
8.474125ms,114.25µs,427µs,7.135707ms,102.708µs,[1]
8.405166ms,117µs,427.542µs,7.026542ms,100.752µs,[1]
8.536958ms,114.5µs,450.791µs,7.106334ms,101.834µs,[1]
8.442875ms,114.083µs,444.333µs,7.097459ms,100.957µs,[1]
8.419791ms,114.875µs,429.125µs,7.075502ms,101.666µs,[1]
8.541041ms,114.084µs,430.5µs,7.150999ms,105.208µs,[1]
8.445ms,114.917µs,423.625µs,7.030667ms,101.876µs,[1]
8.563125ms,114.833µs,449.541µs,7.129418ms,110.123µs,[1]
8.483208ms,113.916µs,429.875µs,7.154791ms,101.25µs,[1]
8.528ms,114.917µs,425.292µs,7.127291ms,102.209µs,[1]
8.531834ms,114.25µs,430.708µs,7.140708ms,102.583µs,[1]
8.410166ms,114.166µs,431.709µs,7.062207ms,101.999µs,[1]
8.505666ms,114.708µs,434.541µs,7.136917ms,110.959µs,[1]
8.469167ms,114.333µs,428µs,7.107125ms,107.332µs,[1]
8.413666ms,115.75µs,429.292µs,7.032788ms,101.917µs,[1]
8.493625ms,114.208µs,439.208µs,7.091164ms,105.667µs,[1]
8.444ms,114.291µs,433.334µs,7.100999ms,101.081µs,[1]
8.50275ms,115.458µs,427.709µs,7.131916ms,103.539µs,[1]
8.496959ms,114.416µs,428.75µs,7.149709ms,101.749µs,[1]
8.383708ms,117.25µs,447.334µs,7.018708ms,102.915µs,[1]
8.485792ms,114.75µs,443.084µs,7.101334ms,103.624µs,[1]
8.491333ms,114.167µs,436µs,7.133334ms,106.961µs,[1]
8.464417ms,115.958µs,429.75µs,7.104791ms,102.374µs,[1]
8.428667ms,114.541µs,425.667µs,7.074667ms,100.584µs,[1]
8.437ms,114.167µs,425.042µs,7.1115ms,102.167µs,[1]
8.531125ms,115.125µs,437.959µs,7.168501ms,102.293µs,[1]
8.503458ms,114.25µs,428.083µs,7.110998ms,102.29µs,[1]
8.40275ms,131.333µs,426.917µs,7.032ms,101.916µs,[1]
8.445375ms,115µs,430.25µs,7.073958ms,102.208µs,[1]
8.55575ms,114.125µs,452.833µs,7.179376ms,114.126µs,[1]
8.51025ms,115.25µs,430.75µs,7.124791ms,104.041µs,[1]
8.409625ms,121.542µs,424.917µs,7.074458ms,100.626µs,[1]
8.402375ms,114.542µs,439.667µs,7.054166ms,102.128µs,[1]
8.599583ms,114.542µs,431.291µs,7.246582ms,101.624µs,[1]
8.531208ms,114.584µs,435.916µs,7.133376ms,112.751µs,[1]
8.458541ms,121.291µs,423.208µs,7.015918ms,101.251µs,[1]
8.524709ms,114.416µs,452.5µs,7.122999ms,108.251µs,[1]
8.46025ms,114.417µs,441.25µs,7.122751ms,103.457µs,[1]
8.585084ms,115.083µs,428.791µs,7.175124ms,103.249µs,[1]
8.549417ms,114.792µs,431.458µs,7.171082ms,100.875µs,[1]
8.370959ms,116.042µs,427.417µs,7.021332ms,101.835µs,[1]
8.463ms,116.333µs,449.542µs,7.07925ms,115.502µs,[1]
8.476583ms,114.291µs,441.042µs,7.128208ms,102.291µs,[1]
8.490583ms,115.667µs,433.875µs,7.082126ms,101.998µs,[1]
8.446208ms,114.792µs,428µs,7.071291ms,109.374µs,[1]
8.429458ms,114.708µs,427.583µs,7.077168ms,107.874µs,[1]
9.34525ms,115.042µs,429.709µs,7.159126ms,101.791µs,[1]
8.4985ms,114.042µs,440.541µs,7.111208ms,106.791µs,[1]
8.434417ms,118.875µs,434.542µs,7.023376ms,103.249µs,[1]
8.469417ms,114.459µs,451.666µs,7.065832ms,101.917µs,[1]
8.488125ms,113.958µs,426.041µs,7.148084ms,107.374µs,[1]
8.572583ms,114.875µs,453µs,7.158416ms,102.622µs,[1]
8.525208ms,114.167µs,431.5µs,7.150874ms,101.789µs,[0]
8.466209ms,114.458µs,430.958µs,7.019417ms,101.916µs,[1]
8.507375ms,114.5µs,443.917µs,7.104997ms,102.541µs,[1]
8.531209ms,114.25µs,427.417µs,7.176083ms,101.875µs,[1]
8.463042ms,114.958µs,425.75µs,7.077458ms,101.499µs,[1]
8.478916ms,114.5µs,427.541µs,7.111833ms,102.752µs,[1]
8.445291ms,114.917µs,429.75µs,7.101291ms,102.622µs,[1]
8.539583ms,114.833µs,439.458µs,7.186166ms,102.165µs,[1]
9.317708ms,114.417µs,451.417µs,7.92571ms,103.375µs,[1]
8.388917ms,115.292µs,425.25µs,7.030167ms,105.168µs,[1]
8.458417ms,114.292µs,448.208µs,7.068208ms,102.416µs,[1]
8.464083ms,114.041µs,436.667µs,7.118208ms,105.251µs,[1]
8.50975ms,115.041µs,427.583µs,7.119042ms,101.709µs,[1]
8.688792ms,114.583µs,440.291µs,7.2915ms,105.332µs,[1]
8.366125ms,114.125µs,443.625µs,7.014291ms,101.751µs,[1]
9.1515ms,115.417µs,431.875µs,7.794043ms,105.626µs,[1]
8.528416ms,114.417µs,451.167µs,7.150165ms,106.914µs,[1]
8.485ms,115.334µs,427µs,7.108123ms,104.125µs,[1]
8.476917ms,114.292µs,434.208µs,7.090333ms,112.165µs,[1]
8.415208ms,114.083µs,438.584µs,7.081749ms,102.083µs,[1]
8.557917ms,114.625µs,445.417µs,7.16625ms,117.582µs,[1]
8.560875ms,114.333µs,436.375µs,7.159207ms,102.332µs,[1]
9.104875ms,116.084µs,427.458µs,7.748583ms,100.833µs,[1]
8.467666ms,114.458µs,435.125µs,7.08729ms,115.043µs,[1]
8.473834ms,114.291µs,438.125µs,7.121417ms,108.125µs,[1]
8.539875ms,117.292µs,430.291µs,7.177625ms,105.251µs,[1]
8.495375ms,114.209µs,427.833µs,7.125793ms,101.751µs,[1]
8.402417ms,114.375µs,434.542µs,7.063791ms,102.834µs,[1]
8.54225ms,114.625µs,430.375µs,7.207251ms,102.001µs,[1]
9.066083ms,116.583µs,426.625µs,7.712041ms,103.918µs,[1]
8.816709ms,116.375µs,434.334µs,7.422958ms,102.624µs,[1]
8.432709ms,114.833µs,427.083µs,7.08929ms,101.624µs,[1]
8.619917ms,129.417µs,427.541µs,7.184249ms,101.667µs,[1]
8.525833ms,121.209µs,468µs,7.05479ms,100.96µs,[1]
8.474917ms,114.875µs,429.541µs,7.113875ms,103.167µs,[1]
8.398042ms,116.459µs,426.875µs,7.033833ms,101.709µs,[1]
9.379083ms,114.75µs,460.042µs,7.881415ms,107.001µs,[1]
8.573209ms,114.25µs,449.458µs,7.173208ms,100.96µs,[1]
8.72675ms,115.167µs,438µs,7.248417ms,116.666µs,[1]
8.670542ms,123.292µs,437.417µs,7.267833ms,101.17µs,[1]
8.360917ms,117.167µs,444.5µs,7.011792ms,101.667µs,[1]
8.540084ms,115.417µs,447.791µs,7.11675ms,101.874µs,[1]
8.470708ms,114.208µs,442.834µs,7.087916ms,109.042µs,[1]
9.218292ms,115.292µs,433.5µs,7.864543ms,101.876µs,[1]
8.442417ms,114.5µs,430.583µs,7.099751ms,102.333µs,[1]
8.452708ms,114.333µs,431.958µs,7.114958ms,101.75µs,[1]
8.478125ms,114.833µs,441.333µs,7.105332ms,112.875µs,[1]
8.544708ms,114.25µs,439.875µs,7.174249ms,104.291µs,[1]
8.391ms,115.792µs,432.917µs,7.020209ms,102.625µs,[1]
8.501209ms,114.458µs,449.25µs,7.07925ms,116.414µs,[1]
8.796292ms,114.5µs,432.209µs,7.448166ms,101.666µs,[1]
8.518042ms,115.833µs,435.291µs,7.130167ms,104.293µs,[1]
8.461333ms,114.542µs,427.75µs,7.092082ms,101.457µs,[1]
8.413791ms,114.75µs,437.334µs,7.048958ms,115.166µs,[1]
8.524792ms,114.625µs,442.041µs,7.166666ms,105.583µs,[1]
8.493417ms,114.292µs,444.375µs,7.127833ms,101.165µs,[1]
8.411167ms,118.291µs,433.458µs,7.014459ms,101.165µs,[1]
8.912875ms,114.917µs,426.625µs,7.528544ms,101.874µs,[1]
8.411084ms,114.375µs,425.917µs,7.079958ms,107.625µs,[1]
8.531916ms,118.167µs,433.333µs,7.134207ms,104.793µs,[1]
8.553334ms,114.042µs,429.583µs,7.170708ms,101.874µs,[1]
8.437166ms,115.5µs,427.208µs,7.014249ms,103.583µs,[1]
8.502584ms,115.042µs,450.125µs,7.120958ms,101.208µs,[1]
8.479208ms,114.417µs,442.625µs,7.122419ms,104.416µs,[1]
8.532542ms,123.75µs,427.208µs,7.11379ms,102.249µs,[1]
8.451625ms,114.208µs,430.625µs,7.073833ms,102.372µs,[1]
8.394958ms,114.708µs,438.167µs,7.035793ms,101.71µs,[1]
8.488333ms,114.583µs,428.584µs,7.14575ms,101.709µs,[1]
8.487167ms,114.333µs,429.333µs,7.09229ms,112.457µs,[1]
8.493083ms,117.167µs,427.834µs,7.062374ms,102.916µs,[1]
8.527667ms,114.708µs,438µs,7.097165ms,108.249µs,[1]
8.451708ms,114.792µs,436.25µs,7.08979ms,113.54µs,[1]
8.53775ms,120.417µs,432.958µs,7.156456ms,102.709µs,[1]
8.460584ms,114.167µs,428.667µs,7.106835ms,101.539µs,[1]
8.359667ms,114.667µs,434.916µs,7.028125ms,102.541µs,[1]
8.561417ms,114.583µs,448.667µs,7.180165ms,100.79µs,[1]
8.587625ms,113.958µs,425.167µs,7.225332ms,109.084µs,[1]
8.515875ms,115.125µs,425.875µs,7.045416ms,101.833µs,[1]
8.878ms,114.791µs,847.25µs,7.098335ms,102.792µs,[1]
8.403958ms,113.958µs,425.333µs,7.062209ms,116.791µs,[1]
8.522625ms,114.959µs,431.667µs,7.165543ms,102.835µs,[1]
8.550417ms,114.042µs,435.042µs,7.173835ms,100.625µs,[1]
8.355333ms,114.833µs,428.208µs,7.014248ms,101.082µs,[1]
8.465167ms,115.25µs,444.708µs,7.085332ms,100.833µs,[1]
8.485375ms,115.958µs,438.417µs,7.122084ms,112.457µs,[1]
9.585334ms,115.125µs,428.417µs,8.202875ms,105.46µs,[1]
8.473791ms,114.208µs,433.291µs,7.110457ms,102.499µs,[1]
8.356458ms,114.75µs,432.166µs,7.020916ms,102.377µs,[1]
8.520458ms,114.458µs,436.542µs,7.156872ms,102.375µs,[1]
8.501959ms,114.125µs,438.042µs,7.141752ms,107.209µs,[1]
8.40425ms,116.042µs,427.167µs,7.041209ms,101.498µs,[1]
8.491833ms,115.291µs,432.875µs,7.05496ms,113.792µs,[1]
8.462583ms,114.75µs,427.792µs,7.115918ms,102.418µs,[1]
8.534458ms,114.542µs,426.875µs,7.135376ms,101.251µs,[1]
8.501917ms,114.541µs,433.167µs,7.124793ms,107.375µs,[1]
8.4215ms,115.667µs,426.167µs,7.013499ms,102.125µs,[1]
8.507125ms,127.042µs,446.417µs,7.109458ms,102.834µs,[1]
8.551ms,113.958µs,432.208µs,7.19925ms,105.376µs,[1]
8.446375ms,115.167µs,425.792µs,7.083665ms,102.167µs,[1]
8.84675ms,122µs,425.583µs,7.467458ms,106.833µs,[1]
8.390959ms,114.333µs,427.833µs,7.05783ms,101.124µs,[1]
8.495333ms,114.584µs,429.416µs,7.160334ms,102.292µs,[1]
8.52475ms,114.416µs,434.292µs,7.176583ms,101.751µs,[1]
8.430209ms,118.291µs,443.542µs,7.032376ms,102.375µs,[1]
8.461916ms,114.667µs,441.583µs,7.089667ms,115.5µs,[1]
8.406084ms,114.792µs,432.25µs,7.073125ms,103.373µs,[1]
9.791917ms,115.417µs,428.375µs,8.377331ms,102.586µs,[1]
8.478167ms,114.542µs,429.75µs,7.108458ms,101.418µs,[1]
8.388583ms,115.209µs,431µs,7.02375ms,104.208µs,[1]
8.487666ms,114.625µs,431.875µs,7.126834ms,103.209µs,[1]
8.527875ms,113.875µs,427µs,7.186042ms,108.792µs,[1]
8.40675ms,114.458µs,427.042µs,7.0465ms,102.206µs,[1]
8.436041ms,114.667µs,425.25µs,7.074833ms,103.791µs,[1]
8.839625ms,114.541µs,424µs,7.508667ms,101.917µs,[1]
8.505625ms,114.792µs,433.958µs,7.155626ms,101.125µs,[1]
8.507459ms,114.25µs,426.083µs,7.161499ms,101.457µs,[1]
8.401042ms,115.25µs,429.583µs,7.03575ms,102.082µs,[1]
8.431959ms,114.333µs,449.541µs,7.045833ms,104.999µs,[1]
8.466166ms,114.667µs,427.541µs,7.11704ms,103.252µs,[1]
8.493917ms,119µs,434.375µs,7.111167ms,114.752µs,[1]
9.568708ms,115.333µs,425.208µs,8.154001ms,103.876µs,[1]
8.416625ms,114.542µs,424.666µs,7.059875ms,102.25µs,[1]
8.436917ms,114.125µs,430.5µs,7.105666ms,102.708µs,[1]
8.619541ms,114.958µs,442.5µs,7.23325ms,102.373µs,[1]
8.548542ms,114.208µs,429.666µs,7.19375ms,119.416µs,[1]
8.383167ms,116.25µs,427.083µs,7.015418ms,101.25µs,[1]
8.496333ms,115µs,444.625µs,7.127501ms,102.959µs,[1]
8.861125ms,115.125µs,426.167µs,7.527417ms,102.457µs,[1]
8.435667ms,115.792µs,430.833µs,7.090545ms,102.666µs,[1]
8.374708ms,114.791µs,429.042µs,7.036582ms,102.501µs,[1]
8.369542ms,114.084µs,425.792µs,7.046956ms,101.292µs,[1]
8.518042ms,115.167µs,435.75µs,7.168878ms,103.25µs,[1]
8.518625ms,121.125µs,442.5µs,7.126333ms,100.832µs,[1]
8.40775ms,117.167µs,430.708µs,7.030916ms,101.875µs,[1]
9.142375ms,114.667µs,440.25µs,7.736665ms,121.79µs,[1]
8.387208ms,114.5µs,432.042µs,7.046376ms,100.834µs,[1]
8.542625ms,115.5µs,430.5µs,7.14279ms,102.959µs,[1]
8.501666ms,114µs,433.916µs,7.142043ms,105.916µs,[1]
8.41225ms,117.917µs,441.042µs,7.030041ms,102.833µs,[1]
8.501083ms,115.041µs,431.041µs,7.137206ms,107.168µs,[1]
8.48425ms,114.208µs,441.542µs,7.110166ms,108.791µs,[1]
9.624625ms,115.209µs,428.167µs,8.238543ms,104.959µs,[1]
8.482166ms,114.5µs,429.917µs,7.114835ms,102.917µs,[1]
8.399834ms,115.167µs,439.292µs,7.048251ms,101µs,[1]
8.4875ms,114.667µs,432.958µs,7.134206ms,103.291µs,[1]
8.555125ms,114.166µs,461.625µs,7.127917ms,107.041µs,[1]
8.379417ms,116.75µs,427.041µs,7.021957ms,101.584µs,[1]
8.429083ms,114.709µs,435.291µs,7.068874ms,111.377µs,[1]
9.614833ms,121µs,426.458µs,7.068375ms,108.25µs,[1]
8.591791ms,117.75µs,431.583µs,7.202458ms,102.794µs,[1]
8.480792ms,114.166µs,431.041µs,7.109582ms,101.751µs,[1]
8.371791ms,116.167µs,426.542µs,7.019083ms,101.583µs,[1]
8.493291ms,119.917µs,444.917µs,7.080918ms,116.874µs,[1]
8.50975ms,114.333µs,436.167µs,7.155126ms,109.167µs,[1]
8.507417ms,117.042µs,431.417µs,7.108582ms,101.875µs,[1]
9.487084ms,115µs,426.333µs,7.043583ms,106.041µs,[1]
8.396ms,115.333µs,436.709µs,7.03129ms,102.084µs,[1]
8.545333ms,114.459µs,452.917µs,7.154543ms,103.462µs,[1]
8.485292ms,114.291µs,454.375µs,7.093043ms,101.835µs,[1]
8.38775ms,115.708µs,426.25µs,7.028165ms,102.917µs,[1]
8.491709ms,114.209µs,437.833µs,7.076458ms,101.417µs,[1]
8.462041ms,116µs,432.5µs,7.069789ms,102.208µs,[1]
9.171083ms,114.625µs,437.625µs,7.811666ms,103.293µs,[1]
8.534958ms,115.292µs,426.416µs,7.136499ms,102.167µs,[1]
8.419292ms,114.792µs,433.167µs,7.059333ms,101.749µs,[1]
8.403583ms,114.75µs,427.542µs,7.068417ms,100.501µs,[1]
8.428209ms,114.875µs,428.417µs,7.090125ms,102.498µs,[1]
8.477ms,113.958µs,442.875µs,7.113333ms,105.958µs,[1]
8.38875ms,124.291µs,426µs,7.028836ms,101.084µs,[1]
9.320375ms,115.958µs,432.25µs,7.90729ms,108.708µs,[1]
8.450834ms,114.959µs,432.209µs,7.122958ms,100.709µs,[1]
8.497292ms,115.167µs,428.167µs,7.096459ms,102.793µs,[1]
8.518875ms,114.417µs,438.666µs,7.146583ms,100.918µs,[1]
8.388334ms,114.75µs,437.125µs,7.047877ms,109.626µs,[1]
8.458042ms,115.25µs,449.375µs,7.092457ms,102.833µs,[1]
8.464334ms,114.209µs,437.5µs,7.111295ms,102.542µs,[1]
9.428208ms,123.125µs,427.292µs,8.034747ms,107.501µs,[1]
8.471959ms,114.167µs,426.75µs,7.078205ms,101.54µs,[1]
8.399208ms,114.542µs,441.917µs,7.050334ms,101.333µs,[1]
8.467667ms,114.958µs,431.25µs,7.107916ms,101.584µs,[1]
8.462917ms,114.583µs,428µs,7.075002ms,111.54µs,[1]
8.386917ms,116.5µs,425.708µs,7.024794ms,102.001µs,[1]
8.506375ms,114.667µs,455.834µs,7.069042ms,107.334µs,[1]
9.271959ms,115.083µs,431.459µs,7.934541ms,102.791µs,[1]
8.467292ms,114.75µs,428.75µs,7.105251ms,101.917µs,[1]
8.518958ms,119.5µs,427.083µs,7.137292ms,101.292µs,[1]
8.41775ms,114.5µs,429.375µs,7.077042ms,101.832µs,[1]
8.3655ms,115.666µs,425.042µs,7.026458ms,101.169µs,[1]
8.516ms,114.083µs,428.459µs,7.123332ms,102.873µs,[1]
8.490875ms,115.334µs,425.084µs,7.065914ms,102.373µs,[1]
9.323458ms,114.417µs,429µs,7.102124ms,101.378µs,[1]
8.408333ms,114.042µs,435.75µs,7.05996ms,106.877µs,[1]
8.532084ms,114.417µs,431.958µs,7.182457ms,104.085µs,[1]
8.598375ms,114µs,445.541µs,7.207916ms,105.125µs,[1]
8.473334ms,117.875µs,425.875µs,7.058252ms,115.501µs,[1]
8.481083ms,114.5µs,428.791µs,7.101418ms,100.916µs,[1]
8.415458ms,114.625µs,434.417µs,7.06121ms,117.333µs,[1]
8.683167ms,115.541µs,430.959µs,7.154667ms,103.791µs,[1]
8.483125ms,114.958µs,430.209µs,7.134375ms,102.999µs,[1]
8.432125ms,115.459µs,448.875µs,7.05525ms,113.543µs,[1]
8.599542ms,115.416µs,463.542µs,7.186625ms,115.125µs,[1]
8.432625ms,113.875µs,439.167µs,7.075751ms,102.792µs,[1]
8.445208ms,117.709µs,426.333µs,7.026543ms,103.916µs,[1]
8.480417ms,114.417µs,442.834µs,7.091375ms,103.127µs,[1]
8.426583ms,114.166µs,426µs,7.087499ms,101.376µs,[1]
8.525333ms,115.292µs,426.042µs,7.142708ms,101.123µs,[1]
8.516958ms,115.708µs,428.334µs,7.149585ms,106.71µs,[1]
8.470209ms,115.375µs,424.25µs,7.036875ms,101.585µs,[1]
8.558042ms,114.375µs,437.333µs,7.134166ms,122.293µs,[1]
8.519666ms,114.166µs,432.167µs,7.170917ms,111.082µs,[1]
8.472708ms,115.958µs,427.042µs,7.068081ms,104.042µs,[1]
8.522917ms,114.584µs,428.75µs,7.158584ms,103.292µs,[1]
8.394333ms,114.209µs,440µs,7.049669ms,101.082µs,[1]
8.526834ms,114.542µs,430.791µs,7.182707ms,102.418µs,[1]
8.499084ms,114.125µs,436.375µs,7.148332ms,107.623µs,[1]
8.406709ms,115.917µs,425.291µs,7.026417ms,103.293µs,[1]
8.476125ms,123.334µs,434.833µs,7.08904ms,117.792µs,[1]
8.448167ms,114.375µs,434.166µs,7.099084ms,108.123µs,[1]
8.461792ms,114.958µs,427.583µs,7.125665ms,103.749µs,[1]
8.501375ms,114.584µs,429.625µs,7.092624ms,104µs,[1]
8.379292ms,115µs,445.375µs,7.022ms,102.625µs,[1]
8.568709ms,115.125µs,462.708µs,7.165499ms,103.583µs,[1]
8.554125ms,113.834µs,442.084µs,7.184083ms,109.166µs,[1]
8.462958ms,114.542µs,428.5µs,7.032376ms,102.084µs,[1]
8.477125ms,114.084µs,424.458µs,7.117915ms,103.915µs,[1]
8.429083ms,114.334µs,447.583µs,7.086376ms,100.5µs,[1]
8.523417ms,114.667µs,441.959µs,7.151751ms,104.916µs,[1]
8.455625ms,114.125µs,429.833µs,7.087874ms,102.166µs,[1]
8.772958ms,124.958µs,442.083µs,7.284415ms,108.166µs,[1]
8.691459ms,115.959µs,461.458µs,7.22125ms,102.586µs,[1]
8.568166ms,115.291µs,460.708µs,7.18675ms,104.084µs,[1]
8.683875ms,114.709µs,436.25µs,7.282415ms,102.04µs,[1]
8.597167ms,115µs,443.459µs,7.199877ms,101.291µs,[1]
8.507292ms,121.125µs,439.417µs,7.050041ms,101.498µs,[1]
