LookupTime,FSSTime,MultiplicationTime,RotationTime,AdditionTime,o
9.203375ms,115.333µs,432.417µs,7.841541ms,101.584µs,[1]
8.702833ms,131.125µs,427.958µs,7.264874ms,102.751µs,[1]
9.519167ms,130.25µs,484.208µs,7.983001ms,115.208µs,[1]
9.008667ms,115.459µs,610.708µs,7.468043ms,106.335µs,[1]
8.911083ms,130.458µs,443.333µs,7.430414ms,108.791µs,[1]
8.814708ms,125.875µs,484.041µs,7.371876ms,105.667µs,[1]
8.543958ms,115.292µs,427µs,7.169668ms,106.002µs,[1]
10.398875ms,130.333µs,428.833µs,8.92246ms,115.334µs,[1]
9.497625ms,130.375µs,484.334µs,7.964793ms,116.165µs,[1]
8.456709ms,115.917µs,432.958µs,7.063667ms,103.75µs,[1]
9.604917ms,115µs,483.25µs,8.092791ms,116.038µs,[1]
9.224375ms,130.5µs,426.459µs,7.768ms,105µs,[1]
9.210458ms,115.041µs,485.916µs,7.794249ms,111.876µs,[1]
8.789916ms,132.333µs,431.375µs,7.320998ms,108.042µs,[1]
9.789541ms,115µs,486.042µs,8.365791ms,109.293µs,[1]
9.344333ms,130.084µs,428.375µs,7.863914ms,114.708µs,[1]
8.509541ms,115.166µs,430.25µs,7.141293ms,104.124µs,[1]
8.432458ms,115µs,433.25µs,7.0495ms,101.834µs,[1]
9.432583ms,130.5µs,450.25µs,7.937336ms,116.458µs,[1]
8.404167ms,115.541µs,435.625µs,7.046752ms,101.665µs,[1]
9.586ms,130.583µs,494.958µs,8.031874ms,115.833µs,[1]
9.642167ms,115.75µs,429.625µs,8.275458ms,104.374µs,[1]
9.413125ms,114.917µs,482.042µs,7.982043ms,111.874µs,[1]
8.686542ms,130.458µs,429.125µs,7.2125ms,104.501µs,[1]
9.015875ms,118.125µs,521.625µs,7.512416ms,107.417µs,[1]
8.845083ms,130.375µs,434.417µs,7.375543ms,107.75µs,[1]
9.621958ms,130.875µs,483.875µs,8.093374ms,115.749µs,[1]
8.57025ms,114.875µs,502.666µs,7.146502ms,104.793µs,[1]
9.620125ms,116µs,434.25µs,8.25696ms,103.793µs,[1]
9.6565ms,130.417µs,503µs,8.111ms,117.542µs,[1]
8.555875ms,115.083µs,536.042µs,7.068752ms,102.376µs,[1]
9.714625ms,130.333µs,484.792µs,8.190749ms,115.793µs,[1]
9.382041ms,115.125µs,520.125µs,7.912998ms,112.085µs,[1]
8.634375ms,117.667µs,430.625µs,7.152417ms,103.291µs,[1]
8.74175ms,130.75µs,451.041µs,7.208126ms,104.5µs,[1]
10.138792ms,115.625µs,502.833µs,8.707916ms,107.334µs,[1]
9.17325ms,130.375µs,427.416µs,7.698125ms,111.253µs,[1]
8.74775ms,115.084µs,488.209µs,7.32529ms,106.253µs,[1]
8.393667ms,115.583µs,429.833µs,7.056291ms,101.208µs,[1]
9.435ms,130.958µs,437.208µs,7.954625ms,115.168µs,[1]
8.531875ms,114.875µs,497.25µs,7.102625ms,103.333µs,[1]
8.608667ms,115.375µs,427.958µs,7.106083ms,102.706µs,[1]
10.672417ms,130.209µs,483.958µs,9.128169ms,122.916µs,[1]
9.627709ms,130.833µs,550.708µs,7.972459ms,116µs,[1]
9.338333ms,115.291µs,486.084µs,7.879958ms,113.043µs,[1]
8.400792ms,114.959µs,426.042µs,7.03371ms,102.125µs,[1]
8.784333ms,130.333µs,426.667µs,7.327415ms,106.916µs,[1]
9.222542ms,123.541µs,482.25µs,7.805665ms,110.498µs,[1]
8.391542ms,115.25µs,429.791µs,7.044458ms,101.916µs,[1]
9.311041ms,130.625µs,528.625µs,7.735877ms,113.166µs,[1]
8.545375ms,114.75µs,483.208µs,7.135333ms,101.541µs,[1]
9.606833ms,130.25µs,426.875µs,8.092083ms,116.584µs,[1]
8.711625ms,115.041µs,548.166µs,7.243501ms,102.126µs,[1]
9.569583ms,130.208µs,481.833µs,8.060874ms,115.917µs,[1]
8.637ms,115.584µs,616.208µs,7.101499ms,110.126µs,[1]
9.4085ms,114.792µs,481.583µs,7.962918ms,120.457µs,[1]
9.996375ms,131.125µs,427.25µs,8.52442ms,106.584µs,[1]
8.969875ms,115.709µs,484.375µs,7.534374ms,107.125µs,[1]
8.416167ms,115.334µs,442.291µs,7.054626ms,101.585µs,[1]
9.003917ms,130.583µs,430.458µs,7.549874ms,109.459µs,[1]
8.662708ms,114.958µs,486.666µs,7.239916ms,104.711µs,[1]
9.173167ms,130.917µs,425.458µs,7.648084ms,113.958µs,[1]
8.593792ms,115.5µs,487.958µs,7.182125ms,103.542µs,[1]
8.4195ms,116.167µs,427.583µs,7.062333ms,102.293µs,[1]
9.574667ms,131.334µs,494.083µs,8.026126ms,118.791µs,[1]
9.5715ms,130.667µs,491.75µs,8.035458ms,114.96µs,[1]
9.586417ms,130.333µs,486.125µs,8.058707ms,119.21µs,[1]
9.151333ms,115.458µs,487.875µs,7.731667ms,110.292µs,[1]
8.616083ms,130.5µs,428.167µs,7.171668ms,104.917µs,[1]
9.589833ms,130.958µs,489.791µs,8.054709ms,115.793µs,[1]
8.648625ms,115.125µs,481.292µs,7.222333ms,103.207µs,[1]
9.364875ms,133.917µs,437µs,7.894415ms,113.832µs,[1]
8.421292ms,115.791µs,426.625µs,7.063918ms,100.707µs,[1]
8.36775ms,115.416µs,428.625µs,7.0205ms,100.707µs,[1]
9.482375ms,130µs,435.292µs,8.010751ms,115.915µs,[1]
8.400125ms,120.459µs,426.708µs,7.050335ms,103.335µs,[1]
9.53825ms,131.708µs,484.583µs,7.973209ms,115.375µs,[1]
9.437166ms,115.625µs,486.375µs,8.01354ms,114.58µs,[1]
8.599375ms,130.459µs,428.916µs,7.122127ms,107.334µs,[1]
9.078667ms,115.542µs,488µs,7.656752ms,110.418µs,[1]
8.928709ms,129.667µs,437.417µs,7.473209ms,107.208µs,[1]
8.991583ms,115.958µs,484.5µs,7.536208ms,107.746µs,[1]
9.116375ms,130.667µs,430.875µs,7.628751ms,111.125µs,[1]
9.396167ms,115.458µs,488.416µs,7.168082ms,102.334µs,[1]
9.584834ms,130.542µs,493.084µs,8.038707ms,126.374µs,[1]
8.438042ms,115.583µs,436.166µs,7.069166ms,101.458µs,[1]
8.81125ms,147.459µs,428.416µs,7.333833ms,104.75µs,[1]
9.494542ms,117.584µs,483.083µs,7.976331ms,116.335µs,[1]
8.535167ms,130.292µs,443.084µs,7.061419ms,102.916µs,[1]
9.401292ms,114.833µs,482.584µs,7.991167ms,114.333µs,[1]
8.660875ms,130.166µs,430.792µs,7.193207ms,105.461µs,[1]
9.589375ms,130.375µs,485.75µs,7.987625ms,115.374µs,[1]
8.692083ms,116.542µs,496.167µs,7.272414ms,104.832µs,[1]
9.287208ms,132.292µs,426.209µs,7.820418ms,114.125µs,[1]
9.579375ms,130.333µs,517.584µs,8.028334ms,114.877µs,[1]
8.476292ms,114.708µs,434.625µs,7.108084ms,102.541µs,[1]
8.442375ms,118.042µs,435.583µs,7.039625ms,103.082µs,[1]
10.393875ms,129.875µs,547.375µs,7.993999ms,114.583µs,[1]
9.212042ms,115.084µs,494.209µs,7.792874ms,111.207µs,[1]
8.571333ms,130.875µs,431.583µs,7.112708ms,104.125µs,[1]
9.187459ms,114.417µs,494.208µs,7.751375ms,111.041µs,[1]
8.921583ms,132.583µs,427.416µs,7.415376ms,106.458µs,[1]
8.828333ms,115.209µs,573.333µs,7.336877ms,106.416µs,[1]
8.948042ms,130.166µs,424.375µs,7.49104ms,117.001µs,[1]
8.7185ms,115.334µs,482.416µs,7.296749ms,127.832µs,[1]
9.503542ms,130.542µs,429.041µs,8.008793ms,125.625µs,[1]
8.712792ms,115.667µs,429.292µs,7.210125ms,104.415µs,[1]
9.703333ms,132.917µs,484.667µs,8.091457ms,132.833µs,[1]
8.504542ms,115.625µs,451.917µs,7.123206ms,103.084µs,[1]
8.445459ms,130.166µs,430.167µs,7.059164ms,103.416µs,[1]
9.261958ms,114.959µs,483.084µs,7.829003ms,112.084µs,[1]
9.828959ms,130.5µs,429.25µs,7.189084ms,105.043µs,[1]
9.047334ms,115µs,488.041µs,7.611002ms,109.541µs,[1]
8.918416ms,130.5µs,435.125µs,7.469083ms,108.208µs,[1]
8.7505ms,115.25µs,487.667µs,7.334503ms,107.623µs,[1]
9.362292ms,129.958µs,458.292µs,7.862585ms,113.667µs,[1]
8.679875ms,115.375µs,486.583µs,7.17646ms,103.417µs,[1]
9.465292ms,130.25µs,428.708µs,7.999916ms,114.54µs,[1]
8.400291ms,115.334µs,429.5µs,7.051666ms,101.501µs,[1]
9.606417ms,130.167µs,489.083µs,8.073125ms,116.583µs,[1]
8.441583ms,133.291µs,438.291µs,7.080832ms,101.957µs,[1]
9.5835ms,118.458µs,486.583µs,8.139998ms,114µs,[1]
8.925ms,130.417µs,428.916µs,7.465043ms,106.917µs,[1]
9.135583ms,115.792µs,483.792µs,7.719959ms,115.375µs,[1]
8.420833ms,115.292µs,435.125µs,7.063289ms,101.751µs,[1]
10.070584ms,130.042µs,429.25µs,7.51746ms,109.167µs,[1]
8.759542ms,115.792µs,485.375µs,7.339665ms,105.458µs,[1]
9.27575ms,130.542µs,434.166µs,7.78446ms,113.877µs,[1]
8.416292ms,115µs,446.542µs,7.049709ms,101.667µs,[1]
9.523583ms,130.334µs,497.5µs,7.994789ms,115.207µs,[1]
8.430375ms,115.042µs,432.625µs,7.071499ms,101.332µs,[1]
8.4445ms,115.417µs,450.417µs,7.033375ms,102.669µs,[1]
10.717416ms,130.583µs,487.417µs,7.997917ms,115.709µs,[1]
9.155666ms,118.625µs,479.875µs,7.74929ms,111.876µs,[1]
8.569875ms,130.375µs,425.042µs,7.118709ms,102.543µs,[1]
9.207208ms,115.584µs,503.292µs,7.759832ms,109.166µs,[1]
8.918958ms,130.375µs,444.708µs,7.406542ms,108.918µs,[1]
8.8485ms,115.083µs,483.375µs,7.414501ms,105.25µs,[1]
8.42225ms,115.333µs,435.125µs,7.068791ms,102.124µs,[1]
9.957792ms,130.375µs,428.209µs,7.540706ms,110.085µs,[1]
9.59175ms,130.208µs,487.25µs,8.027544ms,116.667µs,[1]
8.429667ms,116.208µs,454.959µs,7.041958ms,102.709µs,[1]
9.598833ms,129.959µs,505.5µs,8.031417ms,116.376µs,[1]
8.412292ms,115.292µs,428.125µs,7.077457ms,101.709µs,[1]
8.487083ms,115.417µs,430.708µs,7.078707ms,103.998µs,[1]
9.529333ms,116.292µs,481.834µs,8.026793ms,115.375µs,[1]
10.140584ms,129.75µs,430.125µs,7.0585ms,102.543µs,[1]
9.201834ms,116.125µs,483.208µs,7.773874ms,110.875µs,[1]
8.428333ms,115.583µs,437.416µs,7.063541ms,101.29µs,[1]
8.919125ms,130.333µs,427.875µs,7.438584ms,107.5µs,[1]
8.818875ms,115.042µs,485.75µs,7.403208ms,106.124µs,[1]
8.383583ms,116.583µs,427.667µs,7.041333ms,102.332µs,[1]
9.331958ms,130.417µs,432.959µs,7.868875ms,115.082µs,[1]
9.624833ms,115.25µs,481.125µs,7.238292ms,106.167µs,[1]
9.50725ms,131µs,426.833µs,8.027123ms,116.083µs,[1]
8.422125ms,115.291µs,441µs,7.054584ms,101.208µs,[1]
9.518ms,130.333µs,500.875µs,7.984583ms,115.583µs,[1]
9.531417ms,115.417µs,533.916µs,8.009666ms,115.664µs,[1]
8.418917ms,114.917µs,436.416µs,7.071874ms,101.458µs,[1]
8.809291ms,130.625µs,426.834µs,7.231166ms,136.544µs,[1]
9.944541ms,116.167µs,484.167µs,7.607417ms,124.459µs,[1]
8.804208ms,130.167µs,430.042µs,7.340666ms,107.875µs,[1]
9.183583ms,115.459µs,548.125µs,7.715626ms,105.793µs,[1]
9.193542ms,130.042µs,433.625µs,7.729ms,114.043µs,[1]
8.632375ms,141.208µs,484.958µs,7.089207ms,102.835µs,[1]
9.52175ms,135.75µs,491.375µs,8.000459ms,117.083µs,[1]
8.40525ms,115.667µs,435.875µs,7.052706ms,102.25µs,[1]
9.170958ms,114.958µs,429.667µs,7.067043ms,102.333µs,[1]
9.493ms,114.958µs,482.625µs,7.994918ms,116.499µs,[1]
8.589291ms,133.042µs,460.958µs,7.062334ms,103.084µs,[1]
9.439625ms,115.292µs,538.167µs,7.937667ms,115.541µs,[1]
8.673792ms,130.208µs,431.709µs,7.207001ms,103.792µs,[1]
9.045292ms,116.875µs,485.625µs,7.631585ms,109.586µs,[1]
9.073542ms,130.166µs,427.25µs,7.586959ms,110.25µs,[1]
10.1585ms,124.25µs,483.625µs,7.242ms,105.082µs,[1]
9.305375ms,130.375µs,428.458µs,7.805666ms,115.083µs,[1]
8.395291ms,115.375µs,435.125µs,7.035875ms,101.958µs,[1]
9.548667ms,130.375µs,486.958µs,8.012459ms,114.458µs,[1]
8.410583ms,115.125µs,427.375µs,7.070041ms,102.58µs,[1]
8.402625ms,114.917µs,427.917µs,7.051584ms,101.208µs,[1]
9.549083ms,130.208µs,487.625µs,8.032168ms,114.625µs,[1]
10.471291ms,130.208µs,485.375µs,8.952751ms,117.086µs,[1]
9.182333ms,115.166µs,486.417µs,7.76854ms,111.959µs,[1]
8.450959ms,115.459µs,444.917µs,7.064001ms,102.415µs,[1]
8.896041ms,130.583µs,430.458µs,7.415209ms,108.832µs,[1]
8.830625ms,116.667µs,496.834µs,7.417791ms,105.459µs,[1]
9.238667ms,130.625µs,428.75µs,7.777625ms,114.416µs,[1]
8.499667ms,114.958µs,484.708µs,7.10079ms,102.166µs,[1]
10.292666ms,130.458µs,432.708µs,8.816835ms,120.208µs,[1]
8.39325ms,115.542µs,425.75µs,7.036416ms,101.459µs,[1]
9.76725ms,130.292µs,687.917µs,7.98554ms,125.082µs,[1]
8.533375ms,129.917µs,476.667µs,7.054459ms,102.542µs,[1]
9.458ms,115.25µs,487.042µs,8.02875ms,116.085µs,[1]
8.618584ms,130µs,434.291µs,7.153544ms,102.957µs,[1]
9.103667ms,115.625µs,481.166µs,7.6765ms,110.21µs,[1]
9.981041ms,130.708µs,443.125µs,8.491208ms,111.041µs,[1]
8.680125ms,115.667µs,486.458µs,7.269749ms,104.709µs,[1]
9.123125ms,130.167µs,438.75µs,7.637378ms,110.248µs,[1]
8.602792ms,114.833µs,485.958µs,7.189667ms,103.624µs,[1]
8.387125ms,115.334µs,428.208µs,7.035045ms,102.291µs,[1]
9.484708ms,130.209µs,455.708µs,7.97446ms,116.168µs,[1]
8.412792ms,115.208µs,435.25µs,7.050958ms,101.792µs,[1]
10.707875ms,130.25µs,486.291µs,9.16304ms,119.417µs,[1]
9.422ms,115.25µs,504.625µs,7.9735ms,115.168µs,[1]
8.77525ms,130.708µs,428.834µs,7.217542ms,106.667µs,[1]
9.003209ms,115.417µs,486.75µs,7.581209ms,108.832µs,[1]
8.777625ms,130.5µs,430.875µs,7.320666ms,105.876µs,[1]
8.973875ms,115.542µs,485.666µs,7.553958ms,107.498µs,[1]
9.173709ms,129.916µs,427.667µs,7.714334ms,111.21µs,[1]
9.506584ms,115.709µs,482.833µs,8.078543ms,105µs,[1]
9.541209ms,129.875µs,490.875µs,7.999584ms,116.251µs,[1]
8.420083ms,115.542µs,428.625µs,7.063043ms,101.045µs,[1]
8.491167ms,115.875µs,429.458µs,7.128457ms,103.667µs,[1]
9.543959ms,129.75µs,484.875µs,7.994748ms,115.043µs,[1]
8.459416ms,131.792µs,429.417µs,7.056334ms,101.791µs,[1]
9.242041ms,116.708µs,503.583µs,7.803502ms,111.751µs,[1]
8.650459ms,132.667µs,427.125µs,7.192708ms,105.415µs,[1]
9.11925ms,115.334µs,487.334µs,7.687293ms,109.792µs,[1]
9.0505ms,130.209µs,430.875µs,7.596915ms,110.085µs,[1]
8.670042ms,115.666µs,484.125µs,7.272126ms,105.458µs,[1]
9.358333ms,130.542µs,441.417µs,7.87096ms,114.709µs,[1]
8.603208ms,114.792µs,487.542µs,7.184543ms,103.708µs,[1]
8.976436121s
